Time,S1 Upper Roller Current,S2 Upper Roller Current,S3 Upper Roller Current,S4 Upper Roller Current
2024-04-26 10:03:37,27.76318139,31.90080108,34.64477209,41.77046297
2024-04-26 10:03:38,27.51463645,35.14958268,34.27195468,38.81528809
2024-04-26 10:03:39,28.08187414,31.62946145,35.12281121,40.24709539
2024-04-26 10:03:40,30.31465857,31.46248977,38.47198785,43.90831487
2024-04-26 10:03:41,26.13273481,31.02868729,32.19910221,38.98850659
2024-04-26 10:03:42,28.68626019,33.11628796,36.02939029,37.88218483
2024-04-26 10:03:43,26.38728413,31.72816374,32.58092619,42.9633268
2024-04-26 10:03:44,27.52806813,31.02594044,34.2921022,43.92517438
2024-04-26 10:03:45,29.0889506,33.98195605,36.6334259,40.00739134
2024-04-26 10:03:46,28.06428002,34.12940451,35.09642003,42.02292607
2024-04-26 10:03:47,26.92225522,31.09936465,33.38338283,42.68295183
2024-04-26 10:03:48,27.28469629,29.20019007,33.92704444,38.51503153
2024-04-26 10:03:49,28.67959775,33.51127053,36.01939662,39.02938833
2024-04-26 10:03:50,27.26963337,30.97305526,33.90445005,42.46174903
2024-04-26 10:03:51,28.21645859,33.1859384,35.32468788,43.37002856
2024-04-26 10:03:52,28.04557184,29.04484427,35.06835776,41.12576172
2024-04-26 10:03:53,27.34839965,33.33889601,34.02259948,38.24037129
2024-04-26 10:03:54,30.14394409,30.18324211,38.21591613,43.97412222
2024-04-26 10:03:55,28.63391902,33.09614618,35.95087853,38.9380582
2024-04-26 10:03:56,25.97485741,32.0214096,31.96228612,39.32972444
2024-04-26 10:03:57,28.18645431,30.56909087,35.27968147,40.68467567
2024-04-26 10:03:58,27.33821354,31.38944553,34.0073203,43.10832084
2024-04-26 10:03:59,28.85243333,33.02947769,36.27865,41.70795195
2024-04-26 10:04:00,27.20747926,32.15884168,33.81121889,40.829731
2024-04-26 10:04:01,27.88526356,32.87661947,34.82789534,40.92657706
2024-04-26 10:04:02,28.50498728,34.96466088,35.75748092,40.08702934
2024-04-26 10:04:03,28.86575519,29.65363758,36.29863279,41.11627903
2024-04-26 10:04:04,26.79970359,34.42581886,33.19955539,34.94087984
2024-04-26 10:04:05,27.66549876,32.15653391,34.49824815,39.40678508
2024-04-26 10:04:06,27.52505469,30.65182393,34.28758203,40.48264387
2024-04-26 10:04:07,27.34667077,30.00452956,34.02000615,37.69797183
2024-04-26 10:04:08,29.76545424,31.71631941,37.64818136,40.77264664
2024-04-26 10:04:09,28.40498171,33.38247517,35.60747257,39.59105756
2024-04-26 10:04:10,26.73911605,31.80867632,33.10867407,43.5109514
2024-04-26 10:04:11,28.91786195,34.2667324,36.37679292,43.14603945
2024-04-26 10:04:12,30.1221562,29.82323646,38.1832343,39.06838886
2024-04-26 10:04:13,29.03246526,31.98186658,36.54869789,39.69832458
2024-04-26 10:04:14,26.48063003,30.12140983,32.72094505,39.85210487
2024-04-26 10:04:15,27.51576593,32.54544782,34.27364889,39.09668105
2024-04-26 10:04:16,29.26691115,33.33033109,36.90036672,40.39004997
2024-04-26 10:04:17,27.29233053,31.36885731,33.9384958,38.48343586
2024-04-26 10:04:18,28.44381943,28.09367922,35.66572914,37.73876933
2024-04-26 10:04:19,28.77463405,32.29842222,36.16195108,41.24542245
2024-04-26 10:04:20,27.07306953,32.65510783,33.60960429,41.25905917
2024-04-26 10:04:21,27.94047464,32.60644213,34.91071197,38.39136848
2024-04-26 10:04:22,24.75873266,33.85367329,30.13809899,41.79071086
2024-04-26 10:04:23,26.97561236,30.39341948,33.46341854,38.73684454
2024-04-26 10:04:24,27.74743185,33.02032416,34.62114777,40.50633048
2024-04-26 10:04:25,26.75221682,33.78876127,33.12832523,41.64068803
2024-04-26 10:04:26,29.6324113,29.33211862,37.44861696,39.93277487
2024-04-26 10:04:27,26.56985862,32.47947774,32.85478793,40.90948182
2024-04-26 10:04:28,27.55995551,31.24373025,34.33993327,38.96714071
2024-04-26 10:04:29,28.13074058,31.87771599,35.19611087,39.60706683
2024-04-26 10:04:30,29.44127329,32.52151473,37.16190993,39.58828114
2024-04-26 10:04:31,26.56413785,31.26915715,32.84620677,38.50684331
2024-04-26 10:04:32,29.16316375,30.98643788,36.74474563,39.64645167
2024-04-26 10:04:33,28.01023306,32.05122863,35.01534959,36.9027634
2024-04-26 10:04:34,27.01849135,30.36913109,33.52773702,39.01769251
2024-04-26 10:04:35,28.46210347,30.37126231,35.69315521,39.43024901
2024-04-26 10:04:36,28.1990597,33.01905992,35.29858954,39.4876405
2024-04-26 10:04:37,27.39978312,30.27680895,34.09967468,39.51700511
2024-04-26 10:04:38,28.06980208,32.99946875,35.10470313,39.8764716
2024-04-26 10:04:39,27.6146864,32.69388694,34.4220296,40.95888304
2024-04-26 10:04:40,28.11351735,29.41128991,35.17027602,41.74903415
2024-04-26 10:04:41,28.66213067,30.98365302,35.99319601,38.70046955
2024-04-26 10:04:42,29.58601682,33.7911641,37.37902522,37.59359829
2024-04-26 10:04:43,26.7621845,30.5282517,33.14327675,37.91591118
2024-04-26 10:04:44,30.13303337,31.30339361,38.19955006,39.02559416
2024-04-26 10:04:45,26.0479122,32.69309134,32.0718683,39.29615736
2024-04-26 10:04:46,27.8482149,33.17508576,34.77232236,38.46000787
2024-04-26 10:04:47,28.58831721,31.62269167,35.88247581,37.40776667
2024-04-26 10:04:48,28.28099187,31.10373471,35.4214878,39.08775835
2024-04-26 10:04:49,27.37730048,34.13355479,34.06595072,40.36285324
2024-04-26 10:04:50,27.79187775,34.6083495,34.68781662,41.19005893
2024-04-26 10:04:51,27.50699907,33.46828708,34.2604986,38.88515389
2024-04-26 10:04:52,27.41063524,32.12797721,34.11595286,39.17400436
2024-04-26 10:04:53,28.8496021,30.78760142,36.27440315,38.14660338
2024-04-26 10:04:54,28.35701549,30.75433339,35.53552323,39.93712166
2024-04-26 10:04:55,27.3070904,32.78377116,33.96063561,38.30314273
2024-04-26 10:04:56,28.89959988,32.62759733,36.34939981,41.14625563
2024-04-26 10:04:57,28.30729952,34.10239789,35.46094928,36.42826702
2024-04-26 10:04:58,28.81286212,32.97567514,36.21929318,39.28074066
2024-04-26 10:04:59,28.62962884,29.74537955,35.94444326,40.60221468
2024-04-26 10:05:00,27.17100499,33.57792143,33.75650748,40.36766903
2024-04-26 10:05:01,27.43981896,30.50290906,34.15972844,45.38606733
2024-04-26 10:05:02,28.74729361,31.42404309,36.12094041,40.69960005
2024-04-26 10:05:03,28.61037027,32.37530031,35.9155554,37.99189081
2024-04-26 10:05:04,27.97909841,34.99350123,34.96864761,39.80907151
2024-04-26 10:05:05,28.11732738,36.66487783,35.17599107,36.44750733
2024-04-26 10:05:06,29.2776649,32.91008459,36.91649734,39.8388005
2024-04-26 10:05:07,27.40842861,31.72520507,34.11264292,38.33388789
2024-04-26 10:05:08,28.54709738,32.80175847,35.82064607,41.83078055
2024-04-26 10:05:09,27.79780735,33.33148314,34.69671102,38.90091945
2024-04-26 10:05:10,27.7823188,31.51899856,34.6734782,39.76646817
2024-04-26 10:05:11,29.09877685,34.69281703,36.64816528,38.72888432
2024-04-26 10:05:12,28.82541635,32.34510614,36.23812452,43.4777027
2024-04-26 10:05:13,28.81350964,32.74661463,36.22026445,39.35751447
2024-04-26 10:05:14,29.30547881,32.99888638,36.95821821,43.66511409
2024-04-26 10:05:15,28.02100384,32.63237992,35.03150576,41.62830352
2024-04-26 10:05:16,28.68195297,33.25841075,36.02292946,40.96413345
2024-04-26 10:05:17,27.68973324,31.07412022,34.53459987,40.73746629
2024-04-26 10:05:18,28.32416635,31.16254737,35.48624953,40.7875946
2024-04-26 10:05:19,27.86985695,30.34976865,34.80478542,36.14465484
2024-04-26 10:05:20,28.09699596,32.65925185,35.14549395,39.44223321
2024-04-26 10:05:21,28.59515703,33.16840476,35.89273554,41.69031594
2024-04-26 10:05:22,27.18177932,32.6866593,33.77266898,39.90220563
2024-04-26 10:05:23,30.09238728,34.51173865,38.13858091,37.18962031
2024-04-26 10:05:24,26.99398262,31.99160597,33.49097393,39.8951911
2024-04-26 10:05:25,26.78581139,33.00311248,33.17871708,43.40821103
2024-04-26 10:05:26,29.15811087,30.36244869,36.73716631,42.49378343
2024-04-26 10:05:27,28.79166269,31.41935045,36.18749404,39.87599198
2024-04-26 10:05:28,28.62411982,33.04330664,35.93617973,41.90289855
2024-04-26 10:05:29,28.62834551,33.27365317,35.94251826,39.26698596
2024-04-26 10:05:30,27.98775323,31.55904958,34.98162984,36.59225683
2024-04-26 10:05:31,27.10274563,31.89260112,33.65411844,38.15106802
2024-04-26 10:05:32,28.07580456,29.72318938,35.11370684,43.12577754
2024-04-26 10:05:33,27.32283829,31.4644562,33.98425743,39.45201384
2024-04-26 10:05:34,28.97511973,33.33557475,36.4626796,39.51323204
2024-04-26 10:05:35,27.85294262,32.86280752,34.77941393,39.40032361
2024-04-26 10:05:36,27.1745028,32.75099858,33.7617542,43.80827318
2024-04-26 10:05:37,27.67861416,32.07466053,34.51792124,43.25191783
2024-04-26 10:05:38,28.41293145,32.01059474,35.61939718,44.43756047
2024-04-26 10:05:39,27.43627545,31.00951829,34.15441317,39.68190958
2024-04-26 10:05:40,27.1777796,33.04824263,33.76666941,40.59124898
2024-04-26 10:05:41,28.24368721,32.63145942,35.36553082,36.9667149
2024-04-26 10:05:42,28.24496657,32.73802827,35.36744986,42.95386885
2024-04-26 10:05:43,27.49305682,31.21094774,34.23958524,37.6644409
2024-04-26 10:05:44,27.52896169,28.76998562,34.29344254,40.43355113
2024-04-26 10:05:45,28.23204994,33.64572907,35.34807491,37.80539494
2024-04-26 10:05:46,26.55191566,31.28174382,32.82787349,38.82226635
2024-04-26 10:05:47,26.59253623,30.70583635,32.88880434,38.32547514
2024-04-26 10:05:48,27.28155578,33.04021837,33.92233367,38.78424948
2024-04-26 10:05:49,27.78655285,31.41198104,34.67982927,38.92175459
2024-04-26 10:05:50,28.31090757,33.58990458,35.46636135,38.90346241
2024-04-26 10:05:51,29.47535622,32.92550892,37.21303433,41.66666782
2024-04-26 10:05:52,28.85765962,33.02535398,36.28648943,37.79027441
2024-04-26 10:05:53,27.84006147,29.95106643,34.76009221,40.44108285
2024-04-26 10:05:54,27.98098379,33.81791598,34.97147569,42.4359183
2024-04-26 10:05:55,26.99747064,32.3918758,33.49620595,38.97360727
2024-04-26 10:05:56,27.98148686,31.44608429,34.9722303,38.56416222
2024-04-26 10:05:57,27.71134136,32.2150827,34.56701204,39.53895075
2024-04-26 10:05:58,28.32271856,29.33564715,35.48407784,42.35945042
2024-04-26 10:05:59,27.17276906,32.61297922,33.75915358,40.38821526
2024-04-26 10:06:00,28.51934651,30.45594274,35.77901977,38.93757141
2024-04-26 10:06:01,29.53273891,29.97099457,37.29910837,40.9677533
2024-04-26 10:06:02,27.89123985,29.71646122,34.83685978,37.7954157
2024-04-26 10:06:03,28.40171172,33.66903256,35.60256758,41.36271902
2024-04-26 10:06:04,28.69014399,31.05610491,36.03521599,40.81721462
2024-04-26 10:06:05,27.59877953,34.30059156,34.39816929,39.38438306
2024-04-26 10:06:06,28.22409248,31.19629781,35.33613872,38.3228284
2024-04-26 10:06:07,28.0125924,29.43896306,35.0188886,38.22663816
2024-04-26 10:06:08,28.0976761,30.32521334,35.14651415,41.06963467
2024-04-26 10:06:09,27.22699022,33.85371743,33.84048532,42.457961
2024-04-26 10:06:10,28.02451017,31.76615273,35.03676526,38.72538451
2024-04-26 10:06:11,28.49799829,31.17756906,35.74699744,40.91677341
2024-04-26 10:06:12,29.45114361,32.24002734,37.17671541,35.82594596
2024-04-26 10:06:13,28.95927083,32.7526741,36.43890624,38.83076454
2024-04-26 10:06:14,30.15318246,33.67609822,38.22977369,39.93788213
2024-04-26 10:06:15,27.23265244,34.17274884,33.84897866,38.18063317
