Time,Crystallizer Water Narrow Side Right Outlet Flow Rate,Crystallizer Water Narrow Side Left Outlet Flow Rate
2023-04-26 10:01:04,584.0626291,580.2029585
2023-04-26 10:01:05,586.7812001,576.4900416
2023-04-26 10:01:06,579.6399494,576.6854954
2023-04-26 10:01:07,585.0176645,572.9869736
2023-04-26 10:01:08,581.8081801,588.7478837
2023-04-26 10:01:09,576.7744012,573.7806838
2023-04-26 10:01:10,581.806978,576.535474
2023-04-26 10:01:11,587.6901828,576.4079637
2023-04-26 10:01:12,579.8208698,584.4746219
2023-04-26 10:01:13,587.8232183,578.5252516
2023-04-26 10:01:14,566.9012745,586.2387104
2023-04-26 10:01:15,584.1095125,576.6325469
2023-04-26 10:01:16,580.4352353,581.3949708
2023-04-26 10:01:17,578.5049632,575.8232647
2023-04-26 10:01:18,580.4588039,590.7257456
2023-04-26 10:01:19,570.0621554,574.0620079
2023-04-26 10:01:20,578.9016406,581.5491036
2023-04-26 10:01:21,581.7855629,583.1688844
2023-04-26 10:01:22,587.3894702,582.0689955
2023-04-26 10:01:23,577.4086489,579.0735617
2023-04-26 10:01:24,575.957532,579.3508965
2023-04-26 10:01:25,577.4912148,580.2190574
2023-04-26 10:01:26,584.5770106,579.26499
2023-04-26 10:01:27,581.6437555,584.8193956
2023-04-26 10:01:28,577.351199,591.052615
2023-04-26 10:01:29,582.5663372,577.2125411
2023-04-26 10:01:30,580.4853877,573.1509851
2023-04-26 10:01:31,584.843225,579.5585898
2023-04-26 10:01:32,576.4897345,592.8985467
2023-04-26 10:01:33,578.3616893,575.9816272
2023-04-26 10:01:34,578.0394592,588.195584
2023-04-26 10:01:35,572.6824253,588.3885041
2023-04-26 10:01:36,581.4806014,577.2320588
2023-04-26 10:01:37,581.3052764,582.8449154
2023-04-26 10:01:38,580.0255673,588.1419831
2023-04-26 10:01:39,578.8270643,578.1043613
2023-04-26 10:01:40,572.9231463,578.9820982
2023-04-26 10:01:41,577.8967734,577.0915954
2023-04-26 10:01:42,578.2864274,574.9262163
2023-04-26 10:01:43,575.9886137,576.7536123
2023-04-26 10:01:44,579.1935714,573.8802987
2023-04-26 10:01:45,582.0202543,580.1704173
2023-04-26 10:01:46,589.4309295,576.1501338
2023-04-26 10:01:47,580.8728891,581.1689296
2023-04-26 10:01:48,581.287752,572.2205218
2023-04-26 10:01:49,579.6277704,581.6544012
2023-04-26 10:01:50,570.4061439,584.1676448
2023-04-26 10:01:51,579.8674306,570.0313218
2023-04-26 10:01:52,580.301151,581.8702828
2023-04-26 10:01:53,592.3162106,586.138345
2023-04-26 10:01:54,579.0381952,573.9517949
2023-04-26 10:01:55,581.5077367,588.3628619
2023-04-26 10:01:56,579.8264412,582.095095
2023-04-26 10:01:57,574.1566098,576.4749407
2023-04-26 10:01:58,585.7141141,579.7211546
2023-04-26 10:01:59,583.7596652,582.7916346
2023-04-26 10:02:00,583.9551597,580.380027
2023-04-26 10:02:01,575.4530627,582.69378
2023-04-26 10:02:02,587.0139716,575.396632
2023-04-26 10:02:03,572.9907447,580.8468041
2023-04-26 10:02:04,582.9342855,572.9314275
2023-04-26 10:02:05,590.9522781,579.4438697
2023-04-26 10:02:06,575.0473184,575.4804618
2023-04-26 10:02:07,577.1685114,576.3223503
2023-04-26 10:02:08,580.4982568,586.1804659
2023-04-26 10:02:09,577.4826217,585.4565506
2023-04-26 10:02:10,572.2466828,583.0456906
2023-04-26 10:02:11,580.3428149,574.5384362
2023-04-26 10:02:12,574.6884814,578.4179578
2023-04-26 10:02:13,582.3679622,586.0654885
2023-04-26 10:02:14,575.4028788,580.7085846
2023-04-26 10:02:15,587.749672,591.5966477
2023-04-26 10:02:16,576.0837335,581.9665892
2023-04-26 10:02:17,578.3896924,580.9602456
2023-04-26 10:02:18,584.0675861,578.4544177
2023-04-26 10:02:19,573.8456784,580.6677045
2023-04-26 10:02:20,581.1372997,579.2376508
2023-04-26 10:02:21,586.5357138,583.5405434
2023-04-26 10:02:22,571.9625838,584.7835116
2023-04-26 10:02:23,580.9231693,576.0700527
2023-04-26 10:02:24,581.299414,573.3438352
2023-04-26 10:02:25,583.9091144,570.8189731
2023-04-26 10:02:26,573.8152464,582.5399566
2023-04-26 10:02:27,573.3977169,574.483167
2023-04-26 10:02:28,582.6097078,569.235547
2023-04-26 10:02:29,581.4849234,581.942893
2023-04-26 10:02:30,581.2524643,592.4649976
2023-04-26 10:02:31,581.732241,579.9696454
2023-04-26 10:02:32,576.5998764,584.1924539
2023-04-26 10:02:33,581.1612685,580.4091468
2023-04-26 10:02:34,581.4653624,579.5055517
2023-04-26 10:02:35,576.4282429,584.5953824
2023-04-26 10:02:36,589.3288726,578.5486273
2023-04-26 10:02:37,582.3691646,581.3369616
2023-04-26 10:02:38,574.0434825,581.608489
2023-04-26 10:02:39,583.282768,576.6595477
2023-04-26 10:02:40,575.1265916,584.9602117
2023-04-26 10:02:41,583.935423,579.1252012
2023-04-26 10:02:42,585.7929779,576.2212742
2023-04-26 10:02:43,575.8965884,582.6825492
2023-04-26 10:02:44,584.8168806,575.5076601
2023-04-26 10:02:45,582.0639046,580.1409058
2023-04-26 10:02:46,584.1103008,579.954405
2023-04-26 10:02:47,589.4839649,585.4294778
2023-04-26 10:02:48,578.7730594,582.3734912
2023-04-26 10:02:49,576.2313192,579.8748652
2023-04-26 10:02:50,575.5524279,584.0888315
2023-04-26 10:02:51,575.9209486,586.9510377
2023-04-26 10:02:52,579.6144915,582.7890515
2023-04-26 10:02:53,581.7057599,580.0517631
2023-04-26 10:02:54,581.383454,573.4408188
2023-04-26 10:02:55,584.1359162,574.6744317
2023-04-26 10:02:56,580.0650095,578.4738765
2023-04-26 10:02:57,587.2676704,576.952439
2023-04-26 10:02:58,578.6767158,579.0651435
2023-04-26 10:02:59,593.6008458,580.2832496
2023-04-26 10:03:00,583.1283367,582.6484638
2023-04-26 10:03:01,575.7142122,579.6475061
2023-04-26 10:03:02,574.6455375,582.4325082
2023-04-26 10:03:03,582.4123621,580.3223721
2023-04-26 10:03:04,578.8826861,570.1226672
2023-04-26 10:03:05,583.5700025,575.303323
2023-04-26 10:03:06,582.3661881,579.2795622
2023-04-26 10:03:07,579.6358554,573.9515263
2023-04-26 10:03:08,575.7660314,582.9996436
2023-04-26 10:03:09,572.4257639,587.6537542
2023-04-26 10:03:10,577.7674252,586.0938093
2023-04-26 10:03:11,584.281994,578.9327856
2023-04-26 10:03:12,581.0704687,587.4536307
2023-04-26 10:03:13,573.7713061,580.7433373
2023-04-26 10:03:14,580.8659046,578.3145701
2023-04-26 10:03:15,581.9265869,576.9329867
2023-04-26 10:03:16,575.5807128,578.4876516
2023-04-26 10:03:17,580.7686255,578.0591159
2023-04-26 10:03:18,580.2910436,580.8520811
2023-04-26 10:03:19,574.2851485,580.8028699
2023-04-26 10:03:20,581.7889368,580.0152301
2023-04-26 10:03:21,582.8039226,582.1846908
2023-04-26 10:03:22,585.4152562,585.9532314
2023-04-26 10:03:23,585.2690103,584.7477707
2023-04-26 10:03:24,573.1116532,572.5755102
2023-04-26 10:03:25,575.3108748,567.2303943
2023-04-26 10:03:26,582.5751763,584.6715996
2023-04-26 10:03:27,582.5689298,573.1656065
2023-04-26 10:03:28,582.5752384,578.876173
2023-04-26 10:03:29,599.2636575,574.1494349
2023-04-26 10:03:30,582.8544526,570.9900978
2023-04-26 10:03:31,585.6778282,582.7073136
2023-04-26 10:03:32,584.7700088,583.7957758
2023-04-26 10:03:33,583.2569563,577.117448
2023-04-26 10:03:34,578.4236538,567.0447885
2023-04-26 10:03:35,583.7948461,577.2687778
2023-04-26 10:03:36,576.1358739,581.95902
2023-04-26 10:03:37,578.815907,572.6054422
2023-04-26 10:03:38,577.5731823,580.9167996
2023-04-26 10:03:39,580.4093707,579.9234508
2023-04-26 10:03:40,591.5732928,582.8964575
2023-04-26 10:03:41,570.663674,580.5979018
2023-04-26 10:03:42,583.431301,575.1346553
2023-04-26 10:03:43,571.9364206,585.9828575
2023-04-26 10:03:44,577.6403407,579.2073521
2023-04-26 10:03:45,585.444753,579.8634773
2023-04-26 10:03:46,580.3214001,575.3336602
2023-04-26 10:03:47,574.6112761,577.7835887
2023-04-26 10:03:48,576.4234815,575.5759864
2023-04-26 10:03:49,583.3979887,579.1352697
2023-04-26 10:03:50,576.3481668,588.5585424
2023-04-26 10:03:51,581.0822929,573.1404943
2023-04-26 10:03:52,580.2278592,571.932193
2023-04-26 10:03:53,576.7419983,587.3558516
2023-04-26 10:03:54,590.7197204,578.9533816
2023-04-26 10:03:55,583.1695951,576.6546363
2023-04-26 10:03:56,569.8742871,585.1995234
2023-04-26 10:03:57,580.9322716,576.9719223
2023-04-26 10:03:58,576.6910677,589.1300486
2023-04-26 10:03:59,584.2621667,583.3896294
2023-04-26 10:04:00,576.0373963,577.560443
2023-04-26 10:04:01,579.4263178,590.7865411
2023-04-26 10:04:02,582.5249364,576.9714254
2023-04-26 10:04:03,584.328776,583.7104769
2023-04-26 10:04:04,573.998518,581.4964629
2023-04-26 10:04:05,578.3274938,586.5087064
2023-04-26 10:04:06,577.6252734,587.807556
2023-04-26 10:04:07,576.7333538,580.1600207
2023-04-26 10:04:08,588.8272712,576.2329106
2023-04-26 10:04:09,582.0249086,582.2998607
2023-04-26 10:04:10,573.6955802,576.6114232
2023-04-26 10:04:11,584.5893097,590.0669362
2023-04-26 10:04:12,590.610781,580.6826767
2023-04-26 10:04:13,585.1623263,578.1733922
2023-04-26 10:04:14,572.4031502,580.9234015
2023-04-26 10:04:15,577.5788296,573.2643686
2023-04-26 10:04:16,586.3345557,575.1419298
2023-04-26 10:04:17,576.4616527,586.0020695
2023-04-26 10:04:18,582.2190971,576.7155286
2023-04-26 10:04:19,583.8731703,574.7654451
2023-04-26 10:04:20,575.3653476,582.6832638
2023-04-26 10:04:21,579.7023732,585.9285208
2023-04-26 10:04:22,563.7936633,583.5947666
2023-04-26 10:04:23,574.8780618,584.9802384
2023-04-26 10:04:24,578.7371592,576.2160246
2023-04-26 10:04:25,573.7610841,572.8909467
2023-04-26 10:04:26,588.1620565,587.5066683
2023-04-26 10:04:27,572.8492931,578.3866008
2023-04-26 10:04:28,577.7997776,578.7458349
2023-04-26 10:04:29,580.6537029,586.6409707
2023-04-26 10:04:30,587.2063664,582.78115
2023-04-26 10:04:31,572.8206892,582.2794389
2023-04-26 10:04:32,585.8158188,590.8250117
2023-04-26 10:04:33,580.0511653,576.7824088
2023-04-26 10:04:34,575.0924567,584.6392006
2023-04-26 10:04:35,582.3105174,580.2850656
2023-04-26 10:04:36,580.9952985,581.3429614
2023-04-26 10:04:37,576.9989156,587.6423421
2023-04-26 10:04:38,580.3490104,582.5391788
2023-04-26 10:04:39,578.073432,582.6914804
2023-04-26 10:04:40,580.5675867,585.3625367
2023-04-26 10:04:41,583.3106534,578.1752364
2023-04-26 10:04:42,587.9300841,575.8039517
2023-04-26 10:04:43,573.8109225,574.775954
2023-04-26 10:04:44,590.6651669,570.1682171
2023-04-26 10:04:45,570.239561,590.2810356
2023-04-26 10:04:46,579.2410745,574.4839582
2023-04-26 10:04:47,582.941586,578.8937319
2023-04-26 10:04:48,581.4049593,578.6159335
2023-04-26 10:04:49,576.8865024,581.5370335
2023-04-26 10:04:50,578.9593887,584.0786861
2023-04-26 10:04:51,577.5349953,584.3023674
2023-04-26 10:04:52,577.0531762,577.0846128
2023-04-26 10:04:53,584.2480105,579.1643914
2023-04-26 10:04:54,581.7850774,581.4128998
2023-04-26 10:04:55,576.535452,578.7565444
2023-04-26 10:04:56,584.4979994,588.0367279
2023-04-26 10:04:57,581.5364976,582.4548748
2023-04-26 10:04:58,584.0643106,583.6743889
2023-04-26 10:04:59,583.1481442,583.3144063
2023-04-26 10:05:00,575.8550249,585.8673693
2023-04-26 10:05:01,577.1990948,580.9051078
2023-04-26 10:05:02,583.736468,573.5158403
2023-04-26 10:05:03,583.0518513,581.9984398
2023-04-26 10:05:04,579.895492,576.7432155
2023-04-26 10:05:05,580.5866369,577.3569166
2023-04-26 10:05:06,586.3883245,582.9318201
2023-04-26 10:05:07,577.0421431,586.1914154
2023-04-26 10:05:08,582.7354869,580.1063579
2023-04-26 10:05:09,578.9890367,581.5441651
2023-04-26 10:05:10,578.911594,588.5110747
2023-04-26 10:05:11,585.4938843,581.2037659
2023-04-26 10:05:12,584.1270817,593.0084156
2023-04-26 10:05:13,584.0675482,582.8275482
2023-04-26 10:05:14,586.527394,571.1961862
2023-04-26 10:05:15,580.1050192,583.7667081
2023-04-26 10:05:16,583.4097649,581.9057919
2023-04-26 10:05:17,578.4486662,586.4487638
2023-04-26 10:05:18,581.6208318,583.3659068
2023-04-26 10:05:19,579.3492847,579.3077201
2023-04-26 10:05:20,580.4849798,573.8785088
2023-04-26 10:05:21,582.9757851,578.9548837
2023-04-26 10:05:22,575.9088966,575.7473977
2023-04-26 10:05:23,590.4619364,577.0973828
2023-04-26 10:05:24,574.9699131,582.942892
2023-04-26 10:05:25,573.9290569,588.3495225
2023-04-26 10:05:26,585.7905544,581.9733576
2023-04-26 10:05:27,583.9583135,574.0205847
2023-04-26 10:05:28,583.1205991,582.2230133
2023-04-26 10:05:29,583.1417275,585.9831574
2023-04-26 10:05:30,579.9387661,576.9510855
2023-04-26 10:05:31,575.5137281,579.3299142
2023-04-26 10:05:32,580.3790228,580.073441
2023-04-26 10:05:33,576.6141914,576.0755084
2023-04-26 10:05:34,584.8755987,583.2414022
2023-04-26 10:05:35,579.2647131,579.3952593
2023-04-26 10:05:36,575.872514,582.0976622
2023-04-26 10:05:37,578.3930708,575.5625391
2023-04-26 10:05:38,582.0646573,577.8127085
2023-04-26 10:05:39,577.1813772,583.6119068
2023-04-26 10:05:40,575.888898,578.1358342
2023-04-26 10:05:41,581.2184361,588.6348193
2023-04-26 10:05:42,581.2248329,578.0018191
2023-04-26 10:05:43,577.4652841,581.1234236
2023-04-26 10:05:44,577.6448085,584.6629542
2023-04-26 10:05:45,581.1602497,572.9081713
2023-04-26 10:05:46,572.7595783,571.1959559
2023-04-26 10:05:47,572.9626811,572.3717184
2023-04-26 10:05:48,576.4077789,586.3129205
2023-04-26 10:05:49,578.9327642,577.2407093
2023-04-26 10:05:50,581.5545378,592.7909964
2023-04-26 10:05:51,587.3767811,577.178762
2023-04-26 10:05:52,584.2882981,580.9227565
2023-04-26 10:05:53,579.2003074,587.7105498
2023-04-26 10:05:54,579.904919,590.0304644
2023-04-26 10:05:55,574.9873532,590.3075179
2023-04-26 10:05:56,579.9074343,586.0418312
2023-04-26 10:05:57,578.5567068,585.1203126
2023-04-26 10:05:58,581.6135928,582.9626347
2023-04-26 10:05:59,575.8638453,583.8918054
2023-04-26 10:06:00,582.5967326,577.2440714
2023-04-26 10:06:01,587.6636946,575.9090056
2023-04-26 10:06:02,579.4561993,579.9831277
2023-04-26 10:06:03,582.0085586,579.1490769
2023-04-26 10:06:04,583.45072,577.7338598
2023-04-26 10:06:05,577.9938976,583.4819372
2023-04-26 10:06:06,581.1204624,584.776526
2023-04-26 10:06:07,580.062962,580.4420344
2023-04-26 10:06:08,580.4883805,587.3876504
2023-04-26 10:06:09,576.1349511,574.2915544
2023-04-26 10:06:10,580.1225509,579.0317027
2023-04-26 10:06:11,582.4899915,576.4158884
2023-04-26 10:06:12,587.255718,570.6673169
2023-04-26 10:06:13,584.7963541,579.5865966
2023-04-26 10:06:14,590.7659123,579.3912625
2023-04-26 10:06:15,576.1632622,587.5672487
2023-04-26 10:06:16,584.3616032,583.1540584
2023-04-26 10:06:17,580.91671,574.8790659
2023-04-26 10:06:18,590.9490147,589.2704628
2023-04-26 10:06:19,575.9585086,586.1051685
2023-04-26 10:06:20,575.8013908,582.9104885
2023-04-26 10:06:21,577.0030368,578.8675795
2023-04-26 10:06:22,569.3805214,575.2028038
2023-04-26 10:06:23,577.3712249,578.1389661
2023-04-26 10:06:24,576.2043367,585.4437431
2023-04-26 10:06:25,580.7519689,589.4229315
2023-04-26 10:06:26,581.7087799,587.7162176
2023-04-26 10:06:27,589.3808542,577.5557529
2023-04-26 10:06:28,584.7521192,574.4019128
2023-04-26 10:06:29,577.1154817,580.7044312
2023-04-26 10:06:30,575.5079266,571.1578032
2023-04-26 10:06:31,582.4595959,581.6158386
2023-04-26 10:06:32,573.398834,579.2619871
2023-04-26 10:06:33,589.1572938,577.6698175
2023-04-26 10:06:34,585.8972006,572.0264847
2023-04-26 10:06:35,577.6541217,582.5680005
2023-04-26 10:06:36,571.4343274,577.3364958
2023-04-26 10:06:37,586.7693619,574.1504158
2023-04-26 10:06:38,579.4273008,565.6386889
2023-04-26 10:06:39,586.1890816,579.8624255
2023-04-26 10:06:40,572.0278617,588.861258
2023-04-26 10:06:41,577.0031249,588.3062961
2023-04-26 10:06:42,580.0262185,577.7145187
2023-04-26 10:06:43,580.234903,576.9889397
2023-04-26 10:06:44,577.7496726,582.3438713
2023-04-26 10:06:45,583.1142497,575.0080728
2023-04-26 10:06:46,574.6618979,581.5089595
2023-04-26 10:06:47,579.2881026,583.8304014
2023-04-26 10:06:48,580.6014782,586.1346661
2023-04-26 10:06:49,582.5721942,579.4992296
2023-04-26 10:06:50,583.5580744,578.9816312
2023-04-26 10:06:51,574.3767895,575.6100871
2023-04-26 10:06:52,572.3294291,575.8655982
2023-04-26 10:06:53,586.3883841,578.8676055
2023-04-26 10:06:54,581.6615701,581.8368275
2023-04-26 10:06:55,576.2575673,584.5679231
2023-04-26 10:06:56,587.7557599,575.9841052
2023-04-26 10:06:57,580.5783732,587.4634428
2023-04-26 10:06:58,585.8964859,578.644382
2023-04-26 10:06:59,580.3375924,579.8931635
2023-04-26 10:07:00,590.3037396,576.2639416
2023-04-26 10:07:01,588.7767042,567.8787987
2023-04-26 10:07:02,578.7551793,584.420227
2023-04-26 10:07:03,584.8578548,583.6842195
2023-04-26 10:07:04,583.2268797,578.5933622
2023-04-26 10:07:05,586.8431578,580.3349536
2023-04-26 10:07:06,575.1753827,582.5796961
2023-04-26 10:07:07,583.4302573,572.1872707
2023-04-26 10:07:08,585.2921224,577.3547366
2023-04-26 10:07:09,571.2063026,583.9713234
2023-04-26 10:07:10,574.0837074,573.7285529
2023-04-26 10:07:11,569.8038391,581.4677897
2023-04-26 10:07:12,578.6529658,573.217091
2023-04-26 10:07:13,583.5877113,582.3321499
2023-04-26 10:07:14,587.5117853,579.8217926
2023-04-26 10:07:15,580.3704739,571.9243409
2023-04-26 10:07:16,588.1430777,585.8236968
2023-04-26 10:07:17,573.0994927,576.3270421
2023-04-26 10:07:18,571.4830878,575.9487378
2023-04-26 10:07:19,579.7222615,581.002846
2023-04-26 10:07:20,581.9203272,585.7431867
2023-04-26 10:07:21,579.8365263,574.9208909
2023-04-26 10:07:22,569.6627895,580.3083992
2023-04-26 10:07:23,579.5543998,582.1440825
2023-04-26 10:07:24,573.4776525,583.465528
2023-04-26 10:07:25,583.3483627,580.8822078
2023-04-26 10:07:26,581.8329912,578.1648608
2023-04-26 10:07:27,575.3006011,575.8620489
2023-04-26 10:07:28,577.4306654,580.4307194
2023-04-26 10:07:29,574.7039324,574.6393049
2023-04-26 10:07:30,579.6866045,565.3932476
2023-04-26 10:07:31,584.7757116,582.182799
2023-04-26 10:07:32,575.0713698,584.5196742
2023-04-26 10:07:33,582.5202326,568.1853378
2023-04-26 10:07:34,577.3487119,574.9513465
2023-04-26 10:07:35,576.0356358,583.0957713
2023-04-26 10:07:36,579.4648482,590.2874773
2023-04-26 10:07:37,574.8237884,580.1039685
2023-04-26 10:07:38,577.2317535,576.3599853
2023-04-26 10:07:39,574.0106105,579.0855178
2023-04-26 10:07:40,589.8236257,586.8743821
2023-04-26 10:07:41,580.1763178,576.7701791
2023-04-26 10:07:42,576.5013725,576.00404
2023-04-26 10:07:43,581.0698996,577.5862824
2023-04-26 10:07:44,579.4383598,575.233357
2023-04-26 10:07:45,578.895152,580.6133516
2023-04-26 10:07:46,583.0708335,588.1233923
2023-04-26 10:07:47,583.7875386,581.6153964
2023-04-26 10:07:48,577.3474943,578.7382325
2023-04-26 10:07:49,577.1209088,578.5409437
2023-04-26 10:07:50,578.6247415,572.184046
2023-04-26 10:07:51,568.4903942,584.4155489
2023-04-26 10:07:52,572.4240447,579.610814
2023-04-26 10:07:53,586.8343713,579.0976004
2023-04-26 10:07:54,588.2248386,595.9655378
2023-04-26 10:07:55,578.7548198,581.4937645
2023-04-26 10:07:56,582.8827848,576.2410447
2023-04-26 10:07:57,581.5562508,577.868212
2023-04-26 10:07:58,595.394404,585.7422285
2023-04-26 10:07:59,585.5978746,580.5663521
2023-04-26 10:08:00,579.360412,572.8086101
2023-04-26 10:08:01,575.2222978,584.5961447
2023-04-26 10:08:02,571.9677684,576.6592796
2023-04-26 10:08:03,581.0173182,589.3664889
2023-04-26 10:08:04,576.2182463,585.4002403
2023-04-26 10:08:05,572.8887315,577.7633905
2023-04-26 10:08:06,576.7671356,586.4050818
2023-04-26 10:08:07,574.59226,580.3392776
2023-04-26 10:08:08,588.4357082,584.2638684
2023-04-26 10:08:09,584.4081988,582.4236641
2023-04-26 10:08:10,579.9601368,575.7682167
2023-04-26 10:08:11,587.3997207,576.7822508
2023-04-26 10:08:12,580.3868415,585.1498041
2023-04-26 10:08:13,575.693579,578.3261233
2023-04-26 10:08:14,587.6156204,577.9817577
2023-04-26 10:08:15,582.6945502,575.2243871
2023-04-26 10:08:16,574.8137692,582.1179953
2023-04-26 10:08:17,579.0483066,590.3126246
2023-04-26 10:08:18,575.6219087,574.6623354
2023-04-26 10:08:19,573.0860013,580.1210973
2023-04-26 10:08:20,584.6308877,587.0611028
2023-04-26 10:08:21,589.5470832,579.601793
2023-04-26 10:08:22,573.0071621,582.261859
2023-04-26 10:08:23,582.8148462,574.6880324
2023-04-26 10:08:24,576.7467872,582.1415355
2023-04-26 10:08:25,577.5643731,579.0642787
2023-04-26 10:08:26,577.0380304,584.92865
2023-04-26 10:08:27,575.6800462,585.9369303
2023-04-26 10:08:28,580.2426081,592.9478182
2023-04-26 10:08:29,575.8452494,582.8981659
2023-04-26 10:08:30,581.3522841,581.6289816
2023-04-26 10:08:31,579.7488095,580.9719215
2023-04-26 10:08:32,578.8052598,578.2341685
2023-04-26 10:08:33,575.4621817,581.6924192
2023-04-26 10:08:34,577.1161433,578.5229929
2023-04-26 10:08:35,583.7769561,580.8423049
2023-04-26 10:08:36,582.5045859,586.5879877
2023-04-26 10:08:37,575.1122238,574.9672872
2023-04-26 10:08:38,580.4966615,585.6993928
2023-04-26 10:08:39,583.7569356,586.5855753
2023-04-26 10:08:40,571.6529736,579.4096574
2023-04-26 10:08:41,582.716801,569.3907255
2023-04-26 10:08:42,576.6868812,576.9608901
2023-04-26 10:08:43,582.8529933,586.4849727
2023-04-26 10:08:44,576.1837042,579.8856597
2023-04-26 10:08:45,570.9755895,575.0034888
2023-04-26 10:08:46,571.8622878,577.4761254
2023-04-26 10:08:47,580.2404247,584.2031001
2023-04-26 10:08:48,581.2986125,582.7336678
2023-04-26 10:08:49,575.4784169,578.8053395
2023-04-26 10:08:50,583.1929623,578.1658779
2023-04-26 10:08:51,571.6923997,578.0412093
2023-04-26 10:08:52,579.669601,575.3879491
2023-04-26 10:08:53,573.944919,588.0768784
2023-04-26 10:08:54,576.7408195,578.3883977
2023-04-26 10:08:55,580.2369934,586.0857926
2023-04-26 10:08:56,575.6979332,587.6065803
2023-04-26 10:08:57,578.0772223,584.9915545
2023-04-26 10:08:58,585.031464,577.8418984
2023-04-26 10:08:59,577.1155407,582.0186505
2023-04-26 10:09:00,584.1784606,579.879022
2023-04-26 10:09:01,574.3514657,575.4814907
2023-04-26 10:09:02,582.6490209,581.6217964
2023-04-26 10:09:03,587.2078431,574.104801
2023-04-26 10:09:04,567.6417775,585.9383969
2023-04-26 10:09:05,576.0155237,577.6769135
2023-04-26 10:09:06,582.8853606,581.0057983
2023-04-26 10:09:07,578.9847731,581.4164394
2023-04-26 10:09:08,581.8557294,578.7054751
2023-04-26 10:09:09,576.9800741,582.933469
2023-04-26 10:09:10,580.4329489,577.6254817
2023-04-26 10:09:11,579.2216138,584.3564865
2023-04-26 10:09:12,585.8389103,573.2701016
2023-04-26 10:09:13,581.2721042,580.6318979
2023-04-26 10:09:14,581.6880133,589.694645
2023-04-26 10:09:15,577.9406152,574.9983434
2023-04-26 10:09:16,577.5619689,576.6112751
2023-04-26 10:09:17,577.8372091,582.5695392
2023-04-26 10:09:18,581.9722607,580.8979089
